Mod:Item:MetaData, Localized Name
MineFactoryReloaded:road:4, 铺路灯(反相)
MineFactoryReloaded:plastic, 塑料块
MineFactoryReloaded:brick:0, 冰砖块
MineFactoryReloaded:brick:1, 荧光砖块
MineFactoryReloaded:brick:2, 青金石砖块
MineFactoryReloaded:brick:3, 黑曜石砖块
MineFactoryReloaded:brick:4, 铺路石砖块
MineFactoryReloaded:brick:5, 雪砖块
MineFactoryReloaded:brick:6, 大型冰砖块
MineFactoryReloaded:brick:7, 大型荧光砖块
MineFactoryReloaded:brick:8, 大型青金石砖块
MineFactoryReloaded:brick:9, 大型黑曜石砖块
MineFactoryReloaded:brick:10, 大型铺路石砖
MineFactoryReloaded:brick:11, 大型雪砖块
MineFactoryReloaded:brick:12, 生肉块
MineFactoryReloaded:brick:13, 烤肉块
MineFactoryReloaded:brick:14, 大型砖块
MineFactoryReloaded:brick:15, 糖炭块
MineFactoryReloaded:stone:0, 光滑黑岩
MineFactoryReloaded:stone:1, 光滑白岩
MineFactoryReloaded:stone:2, 黑岩圆石
MineFactoryReloaded:stone:3, 白岩圆石
MineFactoryReloaded:stone:4, 大型黑岩砖块
MineFactoryReloaded:stone:5, 大型白岩砖块
MineFactoryReloaded:stone:6, 小型黑岩砖块
MineFactoryReloaded:stone:7, 小型白岩砖块
MineFactoryReloaded:stone:8, 黑岩砂砾
MineFactoryReloaded:stone:9, 白岩砂砾
MineFactoryReloaded:stone:10, 铺路黑岩
MineFactoryReloaded:stone:11, 铺路白岩
MineFactoryReloaded:pinkslime.block, 粉色粘液块
MineFactoryReloaded:vinescaffold, 藤蔓脚手架
MineFactoryReloaded:farmland, 沃土
MineFactoryReloaded:detcord, 引爆线圈
MineFactoryReloaded:milk.still, 牛奶
MineFactoryReloaded:sludge.still, 污泥
MineFactoryReloaded:sewage.still, 污水
MineFactoryReloaded:mobessence.still, 精华液
MineFactoryReloaded:biofuel.still, 生物燃油
MineFactoryReloaded:meat.still, 肉汤
MineFactoryReloaded:pinkslime.still, 粉色粘液
MineFactoryReloaded:chocolatemilk.still, 巧克力牛奶
MineFactoryReloaded:mushroomsoup.still, 蘑菇汤
MineFactoryReloaded:steam.still, 蒸汽
TConstruct:liquid.slime, 液态史莱姆
TConstruct:MeatBlock, 火腿块
TConstruct:WoolSlab1:0, 浅灰色羊毛台阶
TConstruct:WoolSlab1:1, 青色羊毛台阶
TConstruct:WoolSlab1:2, 紫色羊毛台阶
TConstruct:WoolSlab1:3, 蓝色羊毛台阶
TConstruct:WoolSlab1:4, 棕色羊毛台阶
TConstruct:WoolSlab1:5, 绿色羊毛台阶
TConstruct:WoolSlab1:6, 红色羊毛台阶
TConstruct:WoolSlab1:7, 黑色羊毛台阶
TConstruct:WoolSlab2:0, 灰色羊毛台阶
TConstruct:WoolSlab2:1, 灰色羊毛台阶
TConstruct:WoolSlab2:2, 灰色羊毛台阶
TConstruct:WoolSlab2:3, 灰色羊毛台阶
TConstruct:WoolSlab2:4, 灰色羊毛台阶
TConstruct:WoolSlab2:5, 灰色羊毛台阶
TConstruct:WoolSlab2:6, 灰色羊毛台阶
TConstruct:WoolSlab2:7, 灰色羊毛台阶
TConstruct:trap.punji, 尖竹钉
TConstruct:trap.barricade.oak, 橡木篱笆
TConstruct:trap.barricade.spruce, 云杉木篱笆
TConstruct:trap.barricade.birch, 白桦木篱笆
TConstruct:trap.barricade.jungle, 丛林木篱笆
TConstruct:explosive.slime:0, SDX粘性炸药
TConstruct:explosive.slime:2, SDX粘性炸药
TConstruct:slime.gel:0, 蓝色凝固史莱姆块
TConstruct:slime.gel:1, 绿色凝固史莱姆块
TConstruct:slime.gel:2, 紫色凝固史莱姆块
TConstruct:slime.grass:0, 史莱姆草方块
TConstruct:slime.grass.tall:0, 史莱姆草
TConstruct:slime.leaves:0, 史莱姆树叶
TConstruct:slime.sapling:0, 史莱姆树苗
TConstruct:slime.channel, 史莱姆通道
TConstruct:blood.channel, 血通道
TConstruct:slime.pad, 弹跳板
TConstruct:decoration.stonetorch, 石柄火把
TConstruct:decoration.stoneladder, 石头梯子
TConstruct:decoration.multibrick:0, 黑曜石砖块
TConstruct:decoration.multibrick:1, 沙石砖块
TConstruct:decoration.multibrick:2, 平滑地狱岩砖块
TConstruct:decoration.multibrick:3, 抛光石砖块
TConstruct:decoration.multibrick:4, 铁砖块
TConstruct:decoration.multibrick:5, 金砖块
TConstruct:decoration.multibrick:6, 青金石砖块
TConstruct:decoration.multibrick:7, 钻石砖块
TConstruct:decoration.multibrick:8, 红石砖块
TConstruct:decoration.multibrick:9, 白骨砖块
TConstruct:decoration.multibrick:10, 史莱姆砖块
TConstruct:decoration.multibrick:11, 蓝色史莱姆砖块
TConstruct:decoration.multibrick:12, 末地石砖块
TConstruct:decoration.multibrick:13, 黑曜石锭砖块
TConstruct:decoration.multibrickfancy:0, 平滑黑曜石砖块
TConstruct:decoration.multibrickfancy:1, 平滑沙石砖块
TConstruct:decoration.multibrickfancy:2, 平滑地狱岩砖块
TConstruct:decoration.multibrickfancy:3, 平滑抛光石砖块
TConstruct:decoration.multibrickfancy:4, 平滑铁砖块
TConstruct:decoration.multibrickfancy:5, 平滑金砖块
TConstruct:decoration.multibrickfancy:6, 平滑青金石砖块
TConstruct:decoration.multibrickfancy:7, 平滑钻石砖块
TConstruct:decoration.multibrickfancy:8, 平滑红石砖块
TConstruct:decoration.multibrickfancy:9, 平滑白骨砖块
TConstruct:decoration.multibrickfancy:10, 平滑史莱姆砖块
TConstruct:decoration.multibrickfancy:11, 平滑蓝史莱姆砖块
TConstruct:decoration.multibrickfancy:12, 平滑末地石砖块
TConstruct:decoration.multibrickfancy:13, 平滑黑曜石锭砖块
TConstruct:decoration.multibrickfancy:14, 平滑石砖块
TConstruct:decoration.multibrickfancy:15, 铺路石块
TConstruct:decoration.multibrickmetal:0, Alumite Brick
TConstruct:decoration.multibrickmetal:1, Ardite Brick
TConstruct:decoration.multibrickmetal:2, Cobalt Brick
TConstruct:decoration.multibrickmetal:3, Manyullyn Brick
TConstruct:decoration.multibrickmetal:4, Fancy Alumite Brick
TConstruct:decoration.multibrickmetal:5, Fancy Ardite Brick
TConstruct:decoration.multibrickmetal:6, Fancy Cobalt Brick
TConstruct:decoration.multibrickmetal:7, Fancy Manyullyn Brick
TConstruct:ore.berries.one:8, 铁矿莓丛
TConstruct:ore.berries.one:9, 金矿莓丛
TConstruct:ore.berries.one:10, 铜矿莓丛
TConstruct:ore.berries.one:11, 锡矿莓丛
TConstruct:ore.berries.two:8, 铝矿莓丛
TConstruct:ore.berries.two:9, 精华莓丛
TConstruct:SearedBrick:1, 钴矿石
TConstruct:SearedBrick:2, 阿迪特矿石
TConstruct:SearedBrick:3, 铜矿石
TConstruct:SearedBrick:4, 锡矿石
TConstruct:SearedBrick:5, 铝矿石
TConstruct:GravelOre:0, 铁矿砂砾
TConstruct:GravelOre:1, 金矿砂砾
TConstruct:GravelOre:2, 铜矿砂砾
TConstruct:GravelOre:3, 锡矿砂砾
TConstruct:GravelOre:4, 铝矿砂砾
TConstruct:GravelOre:5, 钴矿砂砾
TConstruct:rail.wood, 木轨道
TConstruct:MetalBlock:0, 钴块
TConstruct:MetalBlock:1, 阿迪特块
TConstruct:MetalBlock:2, 玛玉灵块
TConstruct:MetalBlock:3, 铜方块
TConstruct:MetalBlock:4, 青铜块
TConstruct:MetalBlock:5, 锡块
TConstruct:MetalBlock:6, 铝块
TConstruct:MetalBlock:7, 铝黄铜块
TConstruct:MetalBlock:8, 耐酸铝块
TConstruct:MetalBlock:9, 钢块
TConstruct:MetalBlock:10, 末影块
TConstruct:ToolStationBlock:0, 工具组装台
TConstruct:ToolStationBlock:1, 部件加工台
TConstruct:ToolStationBlock:2, 部件加工台
TConstruct:ToolStationBlock:3, 部件加工台
TConstruct:ToolStationBlock:4, 部件加工台
TConstruct:ToolStationBlock:5, 模具箱
TConstruct:ToolStationBlock:10, 模具加工台
TConstruct:ToolStationBlock:11, 模具加工台
TConstruct:ToolStationBlock:12, 模具加工台
TConstruct:ToolStationBlock:13, 模具加工台
TConstruct:ToolForgeBlock:0, 工具装配台
TConstruct:ToolForgeBlock:1, 工具装配台
TConstruct:ToolForgeBlock:2, 工具装配台
TConstruct:ToolForgeBlock:3, 工具装配台
TConstruct:ToolForgeBlock:4, 工具装配台
TConstruct:ToolForgeBlock:5, 工具装配台
TConstruct:ToolForgeBlock:6, 工具装配台
TConstruct:ToolForgeBlock:7, 工具装配台
TConstruct:ToolForgeBlock:8, 工具装配台
TConstruct:ToolForgeBlock:9, 工具装配台
TConstruct:ToolForgeBlock:10, 工具装配台
TConstruct:ToolForgeBlock:11, 工具装配台
TConstruct:ToolForgeBlock:12, 工具装配台
TConstruct:ToolForgeBlock:13, 工具装配台
TConstruct:CraftingStation, 合成站
TConstruct:CraftingSlab:0, 合成站
TConstruct:CraftingSlab:1, 工具组装台
TConstruct:CraftingSlab:2, 部件加工台
TConstruct:CraftingSlab:3, 模具加工台
TConstruct:CraftingSlab:4, 模具箱
TConstruct:CraftingSlab:5, 工具装配台
TConstruct:FurnaceSlab, 半砖熔炉
TConstruct:HeldItemBlock, 煎锅
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, 黏滑泥泞
TConstruct:CraftedSoil:1, 水泥
TConstruct:CraftedSoil:2, 黏滑蓝泥泞
TConstruct:CraftedSoil:3, 黄泉土
TConstruct:CraftedSoil:4, 神圣土
TConstruct:CraftedSoil:5, 蓝史莱姆泥土
TConstruct:CraftedSoil:6, 史莱姆土
TConstruct:fluid.molten.iron, 熔融铁
TConstruct:fluid.molten.gold, 熔融金
TConstruct:fluid.molten.copper, 熔融铜
TConstruct:fluid.molten.tin, 熔融锡
TConstruct:fluid.molten.aluminum, 熔融铝
TConstruct:fluid.molten.cobalt, 熔融钴
TConstruct:fluid.molten.ardite, 熔融阿迪特
TConstruct:fluid.molten.bronze, 熔融青铜
TConstruct:fluid.molten.alubrass, 熔融铝黄铜
TConstruct:fluid.molten.manyullyn, 熔融玛玉灵
TConstruct:fluid.molten.alumite, 熔融耐酸铝
TConstruct:fluid.molten.obsidian, 熔融黑曜石
TConstruct:fluid.molten.steel, 熔融钢
TConstruct:fluid.molten.glass, 熔融玻璃
TConstruct:molten.stone, 熔融石头
TConstruct:molten.emerald, 熔融绿宝石
TConstruct:fluid.molten.nickel, 熔融镍
TConstruct:fluid.molten.lead, 熔融铅
TConstruct:fluid.molten.silver, 熔融银
TConstruct:fluid.molten.shiny, 熔融铂金
TConstruct:fluid.molten.invar, 熔融因瓦合金
TConstruct:fluid.molten.electrum, 熔融琥珀金
TConstruct:fluid.ender, 熔融末影珍珠
TConstruct:fluid.molten.lumium, 熔融流明
TConstruct:fluid.molten.signalum, 熔融信素
TConstruct:fluid.molten.mithril, 熔融蕴魔金属
TConstruct:fluid.molten.enderium, 熔融末影
TConstruct:liquid.blood, 血
TConstruct:liquid.glue, 凝胶
TConstruct:fluid.molten.pigiron, 熔融生铁
TConstruct:SearedSlab:0, 焦黑石砖台阶
TConstruct:SearedSlab:1, 焦黑石头台阶
TConstruct:SearedSlab:2, 焦黑圆石台阶
TConstruct:SearedSlab:3, 焦黑盖板石台阶
TConstruct:SearedSlab:4, 焦黑铺路石台阶
TConstruct:SearedSlab:5, 平滑焦黑石台阶
TConstruct:SearedSlab:6, 方纹焦黑石台阶
TConstruct:SearedSlab:7, 雕琢焦黑石台阶
TConstruct:SpeedSlab:0, 光滑褐岩台阶
TConstruct:SpeedSlab:1, 光滑褐岩铺路台阶
TConstruct:SpeedSlab:2, 褐岩台阶
TConstruct:SpeedSlab:3, 褐岩砖台阶
TConstruct:SpeedSlab:4, 褐岩铺路石台阶
TConstruct:SpeedSlab:5, 平滑褐岩砖台阶
TConstruct:SpeedSlab:6, 雕琢褐岩砖台阶
TConstruct:GlueBlock, 凝胶方块
TConstruct:Smeltery:0, 冶炼炉控制器
TConstruct:Smeltery:1, 冶炼炉排液口
TConstruct:Smeltery:2, 冶炼炉砖块
TConstruct:Smeltery:4, 焦黑石头
TConstruct:Smeltery:5, 焦黑圆石
TConstruct:Smeltery:6, 焦黑盖板石
TConstruct:Smeltery:7, 裂纹焦黑石砖块
TConstruct:Smeltery:8, 焦黑铺路石
TConstruct:Smeltery:9, 平滑焦黑石砖块
TConstruct:Smeltery:10, 方纹焦黑石砖块
TConstruct:Smeltery:11, 方纹焦黑石砖块
TConstruct:SmelteryNether:0, 冶炼炉控制器
TConstruct:SmelteryNether:1, 冶炼炉排液口
TConstruct:SmelteryNether:2, 冶炼炉砖块
TConstruct:SmelteryNether:4, 焦黑石头
TConstruct:SmelteryNether:5, 焦黑圆石
TConstruct:SmelteryNether:6, 焦黑盖板石
TConstruct:SmelteryNether:7, 裂纹焦黑石砖块
TConstruct:SmelteryNether:8, 焦黑铺路石
TConstruct:SmelteryNether:9, 平滑焦黑石砖块
TConstruct:SmelteryNether:10, 方纹焦黑石砖块
TConstruct:SmelteryNether:11, 方纹焦黑石砖块
TConstruct:LavaTank:0, 焦黑储罐
TConstruct:LavaTank:1, 焦黑玻璃
TConstruct:LavaTank:2, 焦黑视窗
TConstruct:LavaTankNether:0, 焦黑储罐
TConstruct:LavaTankNether:1, 焦黑玻璃
TConstruct:LavaTankNether:2, 焦黑视窗
TConstruct:SearedBlock:0, 浇铸台
TConstruct:SearedBlock:1, 浇注口
TConstruct:SearedBlock:2, 铸造盆
TConstruct:SearedBlockNether:0, 浇铸台
TConstruct:SearedBlockNether:1, 浇注口
TConstruct:SearedBlockNether:2, 铸造盆
TConstruct:CastingChannel:0, 浇注道
TConstruct:SpeedBlock:0, 光滑褐岩块
TConstruct:SpeedBlock:1, 光滑褐岩铺路石
TConstruct:SpeedBlock:2, 褐岩块
TConstruct:SpeedBlock:3, 褐岩砖块
TConstruct:SpeedBlock:4, 褐岩铺路石
TConstruct:SpeedBlock:5, 平滑褐岩砖块
TConstruct:SpeedBlock:6, 雕琢褐岩砖块
TConstruct:GlassBlock:0, 通透玻璃
TConstruct:GlassPane:0, 通透玻璃板
TConstruct:GlassBlock.StainedClear:0, 白色玻璃
TConstruct:GlassBlock.StainedClear:1, 橙色玻璃
TConstruct:GlassBlock.StainedClear:2, 品红色玻璃
TConstruct:GlassBlock.StainedClear:3, 浅蓝色玻璃
TConstruct:GlassBlock.StainedClear:4, 黄色玻璃
TConstruct:GlassBlock.StainedClear:5, 黄绿色玻璃
TConstruct:GlassBlock.StainedClear:6, 粉色玻璃
TConstruct:GlassBlock.StainedClear:7, 灰色玻璃
TConstruct:GlassBlock.StainedClear:8, 浅灰色玻璃
TConstruct:GlassBlock.StainedClear:9, 青色玻璃
TConstruct:GlassBlock.StainedClear:10, 紫色玻璃
TConstruct:GlassBlock.StainedClear:11, 蓝色玻璃
TConstruct:GlassBlock.StainedClear:12, 棕色玻璃
TConstruct:GlassBlock.StainedClear:13, 绿色玻璃
TConstruct:GlassBlock.StainedClear:14, 红色玻璃
TConstruct:GlassBlock.StainedClear:15, 黑色玻璃
TConstruct:GlassPaneClearStained:0, 白色玻璃板
TConstruct:GlassPaneClearStained:1, 橙色玻璃板
TConstruct:GlassPaneClearStained:2, 品红色玻璃板
TConstruct:GlassPaneClearStained:3, 浅蓝色玻璃板
TConstruct:GlassPaneClearStained:4, 黄色玻璃板
TConstruct:GlassPaneClearStained:5, 黄绿色玻璃板
TConstruct:GlassPaneClearStained:6, 粉色玻璃板
TConstruct:GlassPaneClearStained:7, 灰色玻璃板
TConstruct:GlassPaneClearStained:8, 浅灰色玻璃板
TConstruct:GlassPaneClearStained:9, 青色玻璃板
TConstruct:GlassPaneClearStained:10, 紫色玻璃板
TConstruct:GlassPaneClearStained:11, 蓝色玻璃板
TConstruct:GlassPaneClearStained:12, 棕色玻璃板
TConstruct:GlassPaneClearStained:13, 绿色玻璃板
TConstruct:GlassPaneClearStained:14, 红色玻璃板
TConstruct:GlassPaneClearStained:15, 黑色玻璃板
TConstruct:Redstone.Landmine:0, 地雷
TConstruct:Redstone.Landmine:1, 地雷
TConstruct:Redstone.Landmine:2, 地雷
TConstruct:Redstone.Landmine:3, 地雷
TConstruct:Armor.DryingRack, 晾干架
EnderIO:blockStirlingGenerator, 斯特林发电机
EnderIO:blockCombustionGenerator, 燃烧发电机
EnderIO:blockZombieGenerator, 僵尸发电机
EnderIO:blockSolarPanel:0, 光伏板
EnderIO:blockSolarPanel:1, 高级光伏板
EnderIO:blockSagMill, SAG磨粉机
EnderIO:blockAlloySmelter, 合金炉
EnderIO:blockCapBank:0, 创造模式电容库
EnderIO:blockCapBank:1, 基础电容库
EnderIO:blockCapBank:1, 基础电容库
EnderIO:blockCapBank:2, 电容库
EnderIO:blockCapBank:2, 电容库
EnderIO:blockCapBank:3, 谐振电容库
EnderIO:blockCapBank:3, 谐振电容库
EnderIO:blockPainter, 喷涂机
EnderIO:blockPaintedFence:0, 喷涂栅栏
EnderIO:blockPaintedFenceGate:0, 喷涂门
EnderIO:blockPaintedWall:0, 喷涂墙
EnderIO:blockPaintedStair:0, 喷涂楼梯
EnderIO:blockPaintedSlab:0, 喷涂台阶
EnderIO:blockPaintedDoubleSlab:0, 喷涂台阶
EnderIO:blockCrafter, 装配器
EnderIO:blockPaintedGlowstone:0, 喷涂萤石
EnderIO:blockPaintedCarpet:0, 喷涂地毯
EnderIO:blockVat, 酿液桶
EnderIO:blockPowerMonitor, 能量监控器
EnderIO:blockFarmStation, 种植站
EnderIO:blockWirelessCharger, 无线充能器
EnderIO:blockHyperCube, 空间传送器(弃用)
EnderIO:blockTank:0, 流体箱
EnderIO:blockTank:1, 高压流体箱
EnderIO:blockReservoir, 蓄水库
EnderIO:blockVacuumChest, 虚空箱子
EnderIO:blockTransceiver, 空间传送器
EnderIO:blockBuffer:0, 物品缓存器
EnderIO:blockBuffer:1, 能量缓存器
EnderIO:blockBuffer:2, 多功能缓存器
EnderIO:blockBuffer:3, 创造缓存器
EnderIO:blockInventoryPanel, 存储控制面板
EnderIO:blockEnderIo, 末影接口
EnderIO:blockTravelAnchor, 旅行锚
EnderIO:blockTelePad, 传送台
EnderIO:blockSliceAndSplice, 头颅装配机
EnderIO:blockSoulBinder, 灵魂绑定器
EnderIO:blockPoweredSpawner, 电动刷怪笼
EnderIO:blockKillerJoe, 杀手乔
EnderIO:blockAttractor, 生物诱引方尖碑
EnderIO:blockSpawnGuard, 生物排除方尖碑
EnderIO:blockExperienceObelisk, 经验交换方尖碑
EnderIO:blockWeatherObelisk, 气象方尖碑
EnderIO:blockInhibitorObelisk, tile.blockInhibitorObelisk.name
EnderIO:blockEnchanter, 附魔器
EnderIO:blockDarkSteelPressurePlate:0, 玄钢压力板
EnderIO:blockDarkSteelPressurePlate:1, 玄钢压力板
EnderIO:blockDarkSteelAnvil:0, 玄铁砧
EnderIO:blockDarkSteelAnvil:1, 轻微破损的玄铁砧
EnderIO:blockDarkSteelAnvil:2, 严重破损的玄铁砧
EnderIO:blockDarkSteelLadder, 玄铁梯子
EnderIO:blockElectricLight:0, 电灯
EnderIO:blockElectricLight:1, 电灯(反相)
EnderIO:blockElectricLight:2, 灯
EnderIO:blockElectricLight:3, 灯(反相)
EnderIO:blockElectricLight:4, 无线灯
EnderIO:blockElectricLight:5, 无线灯(反相)
EnderIO:blockLightNode, tile.blockLightNode.name
EnderIO:blockReinforcedObsidian, 强化黑曜石
EnderIO:blockFusedQuartz:0, 石英玻璃
EnderIO:blockFusedQuartz:1, 纯净玻璃
EnderIO:blockFusedQuartz:2, 萤光石英玻璃
EnderIO:blockFusedQuartz:3, 萤光纯净玻璃
EnderIO:blockFusedQuartz:4, 黑暗石英玻璃
EnderIO:blockFusedQuartz:5, 黑暗纯净玻璃
EnderIO:blockEnderRail, 末影轨道
EnderIO:blockConduitBundle, 导管接口
EnderIO:blockConduitFacade, tile.blockConduitFacade.name
EnderIO:blockEndermanSkull:0, 末影人头
EnderIO:blockEndermanSkull:2, 禁锢末影人头
EnderIO:blockNutrient_distillation, 营养精华液
EnderIO:blockHootch, 烈酒
EnderIO:blockRocket_fuel, 火箭燃料
EnderIO:blockFire_water, 火焰水
EnderIO:blockLiquid_sunshine, 液态阳光
EnderIO:blockCloud_seed, 云之精华
EnderIO:blockCloud_seed_concentrated, 浓缩云之精华
EnderIO:blockIngotStorage:0, 磁钢块
EnderIO:blockIngotStorage:1, 充能合金块
EnderIO:blockIngotStorage:2, 脉冲合金块
EnderIO:blockIngotStorage:3, 红石合金块
EnderIO:blockIngotStorage:4, 导电铁块
EnderIO:blockIngotStorage:5, 脉冲铁块
EnderIO:blockIngotStorage:6, 玄钢块
EnderIO:blockIngotStorage:7, 魂金块
EnderIO:blockDarkIronBars, 玄铁栅栏
EnderTech:endertech.enderTankPart:0, 末影水槽框架
EnderTech:endertech.enderTankPart:6, 末影水槽阀门
EnderTech:endertech.enderTankPart:7, 末影水槽能源输入
EnderTech:endertech.multiblockGlass:0, 末影水槽视窗
EnderTech:endertech.enderTankController:0, 末影水槽控制器
EnderTech:chargePad:0, 创造充能平台
EnderTech:chargePad:2, 谐振充能平台
EnderTech:chargePad:1, 红石充能平台
EnderTech:healthPad:0, 创造恢复平台
EnderTech:healthPad:2, 谐振恢复平台
EnderTech:healthPad:1, 红石恢复平台
exnihilo:barrel:0, 橡木桶
exnihilo:barrel:1, 云杉桶
exnihilo:barrel:2, 桦木桶
exnihilo:barrel:3, 丛林木桶
exnihilo:barrel:4, 金合欢桶
exnihilo:barrel:5, 深色橡木桶
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, 尘土
exnihilo:infested_leaves:0, 寄生树叶
exnihilo:sifting_table:0, 橡木筛子
exnihilo:sifting_table:1, 云杉筛子
exnihilo:sifting_table:2, 桦木筛子
exnihilo:sifting_table:3, 丛林木筛子
exnihilo:sifting_table:4, 金合欢筛子
exnihilo:sifting_table:5, 深色橡木筛子
exnihilo:bee_trap, 人造蜂窝
exnihilo:bee_trap_treated, 人造芳香蜂窝
exnihilo:exnihilo.gravel_nether, 粉碎地狱岩
exnihilo:exnihilo.gravel_ender, 粉碎末地石
exnihilo:witchwater, 巫水
HardcoreQuesting:item_barrel, 任务提交系统
HardcoreQuesting:quest_tracker, 任务追踪系统
HardcoreQuesting:quest_portal, tile.hqm:quest_portal.name
IronChest:BlockIronChest:0, 铁箱子
IronChest:BlockIronChest:1, 金箱子
IronChest:BlockIronChest:2, 钻石箱子
IronChest:BlockIronChest:3, 铜箱子
IronChest:BlockIronChest:4, 银箱子
IronChest:BlockIronChest:5, 水晶箱子
IronChest:BlockIronChest:6, 黑曜石箱子
IronChest:BlockIronChest:7, 泥箱子9000!
mcmp1:McmpRecorder, 盒式录音机
mcmp1:McmpRecorderActive, 盒式录音机
mcmp1:McmpDeck, MCMP-D01
mcmp1:McmpDeckActive, MCMP-D01
Mekanism:BasicBlock:0, 锇方块
Mekanism:BasicBlock:1, 青铜方块
Mekanism:BasicBlock:2, 强化黑曜石
Mekanism:BasicBlock:3, 煤炭方块
Mekanism:BasicBlock:4, 强化荧石
Mekanism:BasicBlock:5, 钢方块
Mekanism:BasicBlock:6, Basic Bin
Mekanism:BasicBlock:6, 高级箱柜
Mekanism:BasicBlock:6, 精英箱柜
Mekanism:BasicBlock:6, 终极箱柜
Mekanism:BasicBlock:7, 传送框架
Mekanism:BasicBlock:8, 钢质机壳
Mekanism:BasicBlock:9, 动态储罐
Mekanism:BasicBlock:10, 结构玻璃
Mekanism:BasicBlock:11, 动态阀门
Mekanism:BasicBlock:12, 铜块
Mekanism:BasicBlock:13, 锡块
Mekanism:BasicBlock:14, 热力蒸馏控制器
Mekanism:BasicBlock:15, =热力蒸馏阀门
Mekanism:BasicBlock2:0, 热力蒸馏方块
Mekanism:BasicBlock2:1, 输导套管
Mekanism:BasicBlock2:2, 输导端口
Mekanism:BasicBlock2:3, 基础输导元件
Mekanism:BasicBlock2:3, 高级输导元件
Mekanism:BasicBlock2:3, 精英输导元件
Mekanism:BasicBlock2:3, 终极输导元件
Mekanism:BasicBlock2:4, 基础输导供应器
Mekanism:BasicBlock2:4, 高级输导供应器
Mekanism:BasicBlock2:4, 精英输导供应器
Mekanism:BasicBlock2:4, 终极输导供应器
Mekanism:BasicBlock2:5, 热导元件
Mekanism:BasicBlock2:6, 分压元件
Mekanism:BasicBlock2:7, 锅炉外壳
Mekanism:BasicBlock2:8, 锅炉阀门
Mekanism:BasicBlock2:9, 机密桌
Mekanism:OreBlock:0, 锇矿石
Mekanism:OreBlock:1, 铜矿石
Mekanism:OreBlock:2, 锡矿石
Mekanism:EnergyCube, tile.EnergyCube.name
Mekanism:ObsidianTNT, 黑曜石TNT
Mekanism:BoundingBlock, 绑定方块
Mekanism:GasTank:0, 基础燃气储罐
Mekanism:GasTank:0, 高级燃气储罐
Mekanism:GasTank:0, 精英燃气储罐
Mekanism:GasTank:0, 终极燃气储罐
Mekanism:CardboardBox, 纸箱
Mekanism:PlasticBlock:0, §8黑色 塑料方块
Mekanism:PlasticBlock:1, §c红色 塑料方块
Mekanism:PlasticBlock:2, §2绿色 塑料方块
Mekanism:PlasticBlock:3, §6棕色 塑料方块
Mekanism:PlasticBlock:4, §1蓝色 塑料方块
Mekanism:PlasticBlock:5, §5紫色 塑料方块
Mekanism:PlasticBlock:6, §3青色 塑料方块
Mekanism:PlasticBlock:7, §7淡灰色 塑料方块
Mekanism:PlasticBlock:8, §8灰色 塑料方块
Mekanism:PlasticBlock:9, §d粉色 塑料方块
Mekanism:PlasticBlock:10, §a亮绿色 塑料方块
Mekanism:PlasticBlock:11, §e黄色 塑料方块
Mekanism:PlasticBlock:12, §9淡蓝色 塑料方块
Mekanism:PlasticBlock:13, §d品红色 塑料方块
Mekanism:PlasticBlock:14, §6橙色 塑料方块
Mekanism:PlasticBlock:15, §f白色 塑料方块
Mekanism:SlickPlasticBlock:0, §8黑色 光滑塑料方块
Mekanism:SlickPlasticBlock:1, §c红色 光滑塑料方块
Mekanism:SlickPlasticBlock:2, §2绿色 光滑塑料方块
Mekanism:SlickPlasticBlock:3, §6棕色 光滑塑料方块
Mekanism:SlickPlasticBlock:4, §1蓝色 光滑塑料方块
Mekanism:SlickPlasticBlock:5, §5紫色 光滑塑料方块
Mekanism:SlickPlasticBlock:6, §3青色 光滑塑料方块
Mekanism:SlickPlasticBlock:7, §7淡灰色 光滑塑料方块
Mekanism:SlickPlasticBlock:8, §8灰色 光滑塑料方块
Mekanism:SlickPlasticBlock:9, §d粉色 光滑塑料方块
Mekanism:SlickPlasticBlock:10, §a亮绿色 光滑塑料方块
Mekanism:SlickPlasticBlock:11, §e黄色 光滑塑料方块
Mekanism:SlickPlasticBlock:12, §9淡蓝色 光滑塑料方块
Mekanism:SlickPlasticBlock:13, §d品红色 光滑塑料方块
Mekanism:SlickPlasticBlock:14, §6橙色 光滑塑料方块
Mekanism:SlickPlasticBlock:15, §f白色 光滑塑料方块
Mekanism:GlowPlasticBlock:0, §8黑色 塑料荧光方块
Mekanism:GlowPlasticBlock:1, §c红色 塑料荧光方块
Mekanism:GlowPlasticBlock:2, §2绿色 塑料荧光方块
Mekanism:GlowPlasticBlock:3, §6棕色 塑料荧光方块
Mekanism:GlowPlasticBlock:4, §1蓝色 塑料荧光方块
Mekanism:GlowPlasticBlock:5, §5紫色 塑料荧光方块
Mekanism:GlowPlasticBlock:6, §3青色 塑料荧光方块
Mekanism:GlowPlasticBlock:7, §7淡灰色 塑料荧光方块
Mekanism:GlowPlasticBlock:8, §8灰色 塑料荧光方块
Mekanism:GlowPlasticBlock:9, §d粉色 塑料荧光方块
